ID,ID_Sesion,ID_Conexión_unico,Usuario,IP_NAS_AP,Tipo__conexión,Inicio_de_Conexión_Dia,Inicio_de_Conexión_Hora,FIN_de_Conexión_Dia,FIN_de_Conexión_Hora,Session_Time,Input_Octects,Output_Octects,MAC_AP,MAC_Cliente,Razon_de_Terminación_de_Sesión,,
625216,00000019-0000006F,c9d5c90beee3db53,ccegov-du,192.168.247.15,Wireless-802.11,2019-02-26,08:42:19,2019-02-26,08:42:41,22,90767,642432,04-18-D6-22-8E-6D:HCDD,48-C7-96-EE-75-1C,User-Request,,
713701,00000019-00000456,53b02c524ae3110b,lalbul-crndu,192.168.247.16,Wireless-802.11,2019-05-17,10:14:35,2019-05-17,10:14:35,0,0,0,04-18-D6-21-9B-4C:HCDD,2C-BE-08-DE-F4-82,User-Request,,
773292,00000019-0000008A,328b1639b96363d6,invitado-deca,192.168.247.19,Wireless-802.11,2019-07-24,13:04:54,2020-10-18,10:56:15,109,0,0,04-18-D6-22-8D-DF:HCDD,48-C7-96-31-BA-ED,,,
613224,00000019-00000211,2af587e85bc62cdb,invitado-deca,192.168.247.19,Wireless-802.11,2019-02-16,22:54:07,2019-10-23,12:46:55,8213,4983167,22227443,04-18-D6-22-8D-DF:HCDD,AC-0D-1B-C2-EE-98,User-Request,,
879328,00000019-000005D4,5ab03f7c134e6085,invitado-deca,192.168.247.18,Wireless-802.11,2019-10-25,13:41:42,2020-03-06,13:40:05,282,2407,1630,04-18-D6-C2-0A-F7:HCDD,90-63-3B-E2-7D-C5,User-Request,,
608300,5AA0184E-0000028A,7eeedf27af5b68fb,invitado-deca,192.168.247.11,Wireless-802.11,2019-02-12,13:49:53,2019-03-20,10:37:02,11,1838,964,DC-9F-DB-12-F3-EA:HCDD,FC-42-03-A6-44-C4,User-Request,,
597458,5AA0184E-000010D1,598fcc2516e79d07,gt-zdu,192.168.247.12,Wireless-802.11,2019-02-04,09:16:04,2019-02-04,12:55:01,13136,6213631,23561863,DC-9F-DB-12-F4-75:HCDD,40-B8-9A-88-6D-73,User-Request,,
624064,5AA01854-00000167,8c080f890c9b2122,xaee,192.168.247.24,Wireless-802.11,2019-02-25,11:13:57,2019-02-25,11:37:14,1396,1124246,8145511,DC-9F-DB-12-F4-A9:HCDD,D0-77-14-06-3C-CC,,,
623745,00000019-00000024,d960ea3025fa23de,ccegov-du,192.168.247.15,Wireless-802.11,2019-02-25,10:11:29,2019-08-12,10:14:47,19,0,0,04-18-D6-22-8E-6D:HCDD,FC-42-03-AF-57-1F,User-Request,,
797183,00000019-0000019E,1272b429e9ca72ab,invitado-deca,192.168.247.18,Wireless-802.11,2019-08-15,07:59:04,2020-02-07,11:16:37,6,42783,127852,04-18-D6-C2-0A-F7:HCDD,A8-51-5B-68-5D-F6,User-Request,,
650726,00000019-000001E4,c5277f4dd9bd9c7d,invitado-deca,192.168.247.16,Wireless-802.11,2019-03-20,11:24:14,2019-05-09,11:23:14,102,23570,20566,04-18-D6-21-9B-4C:HCDD,2C-61-F6-0B-CC-A8,User-Request,,
794384,00000019-00000030,737f54d03c5a329b,xgalvandu,192.168.247.21,Wireless-802.11,2019-08-13,11:53:27,2019-08-13,12:17:06,1420,868876,13813300,04-18-D6-C2-09-FC:HCDD,E0-98-61-50-B3-40,User-Request,,
911567,5C9CAF64-000104C6,98cdee26814fedc4,urez,192.168.247.24,Wireless-802.11,2019-11-22,08:28:29,2019-11-22,09:37:57,4167,1403387,15651766,DC-9F-DB-12-F4-A9:HCDD,D4-AE-05-C0-A1-1D,User-Request,,
634096,00000019-00000045,f0111a82b5bfd089,invitado-deca,192.168.247.19,Wireless-802.11,2019-03-06,15:27:21,2020-10-15,22:07:08,57,98490,614687,04-18-D6-22-8D-DF:HCDD,D4-63-C6-7A-FB-82,User-Request,,
607628,00000019-00000167,7d9d4d31d2a7b0fd,trirta,192.168.247.19,Wireless-802.11,2019-02-12,11:09:39,2019-02-12,11:18:21,522,0,0,04-18-D6-22-8D-DF:HCDD,C8-38-70-CF-32-79,User-Request,,
792053,00000019-00000004,42b8b663b45fb3c6,ccegov-du,192.168.247.15,Wireless-802.11,2019-08-12,07:52:08,2019-12-02,13:21:20,20,8972,284,04-18-D6-22-8E-6D:HCDD,48-C7-96-EE-75-1C,User-Request,,
724577,00000019-0000011F,c435eee77d562703,invitado-deca,192.168.247.18,Wireless-802.11,2019-05-28,11:08:36,2020-02-05,14:11:44,295,576,334,04-18-D6-C2-0A-F7:HCDD,A8-51-5B-68-5D-F6,User-Request,,
625508,00000019-00000087,1b084b0dd70fcabe,ccegov-du,192.168.247.15,Wireless-802.11,2019-02-26,10:00:02,2019-08-13,10:53:34,18,23319,30190,04-18-D6-22-8E-6D:HCDD,F0-D7-AA-AD-51-AD,User-Request,,
676450,00000019-00000109,c0e15e94c6445860,invitado-deca,192.168.247.19,Wireless-802.11,2019-04-12,12:13:31,2019-09-12,19:52:05,306,2334,1723,04-18-D6-21-8D-DF:HCDD,DC-BF-E9-BD-57-17,User-Request,,
630910,00000019-0000030B,725e23a38ee4e955,invitado-deca,192.168.247.18,Wireless-802.11,2019-03-01,09:30:21,2020-02-17,15:33:34,406,0,0,04-18-D6-C2-0A-F7:HCDD,B4-BF-F6-DD-78-C3,User-Request,,
642224,5AA0184E-00000281,afbec1338dec1769,invitado-deca,192.168.247.11,Wireless-802.11,2019-03-13,12:29:26,2019-03-15,17:59:21,144,490691,6447422,DC-9F-DB-12-F3-EA:HCDD,E0-DB-10-CE-82-29,User-Request,,
621547,00000019-00000342,b448378aeff50026,invitado-deca,192.168.247.19,Wireless-802.11,2019-02-21,18:42:38,2019-09-12,12:27:40,20,0,0,04-18-D6-22-8D-DF:HCDD,DC-BF-E9-A1-59-D2,,,
719736,00000019-0000015D,0696ee442d8db7d9,invitado-deca,192.168.247.19,Wireless-802.11,2019-05-23,08:35:29,2019-09-27,12:27:21,3464,0,0,04-18-D6-22-8D-DF:HCDD,A8-51-5B-68-5D-F6,User-Request,,
805848,00000019-0000004C,a2713aa018e05671,invitado-deca,192.168.247.13,Wireless-802.11,2019-08-26,09:07:00,2020-12-21,12:27:11,218,0,0,04-18-D6-21-38-E1:HCDD,60-1D-91-78-43-74,,,
596758,00000019-00000014,4fd9b8e5ce5736a4,invitado-deca,192.168.247.21,Wireless-802.11,2019-02-01,15:15:32,2020-07-14,12:40:49,13,12248,22669,04-18-D6-C2-09-FC:HCDD,B4-BF-F6-DD-78-C3,User-Request,,
657859,5A86ABB6-0000037F,bc05116c94b0c4a8,lulaonadu,192.168.247.18,Wireless-802.11,2019-03-27,09:32:16,2019-03-27,09:49:19,1023,4659967,36097398,04-18-D6-C2-0A-F7:HCDD,18-4F-32-5E-13-5B,User-Request,,
684191,5CA24A65-00001E0C,2de0d4905b1969de,invitado-deca,192.168.247.12,Wireless-802.11,2019-04-22,14:04:28,2019-04-22,14:05:04,36,2420,1680,DC-9F-DB-12-F4-75:HCDD,80-58-F8-D9-93-47,User-Request,,
653481,5A9C6644-00000024,8bcd7da554f02b14,ccegov-du,192.168.247.15,Wireless-802.11,2019-03-22,08:58:23,2019-03-22,09:35:22,2220,949167,1097064,04-18-D6-21-8E-6D:HCDD,AC-0D-1B-B8-AC-AD,User-Request,,
683982,00000019-0000026A,8d7f406a463e8ca0,invitado-deca,192.168.247.19,Wireless-802.11,2019-04-22,12:27:52,2019-09-06,13:11:52,195,44814,41653,04-18-D6-22-8D-DF:HCDD,30-4B-07-8A-55-EA,User-Request,,
740496,00000019-00000C45,b8f3a759d89478ab,xaeedu,192.168.247.16,Wireless-802.11,2019-06-11,10:57:29,2019-06-11,10:57:52,23,102622,429050,04-18-D6-22-9B-4C:HCDD,50-82-D5-B0-28-D5,User-Request,,
735602,5C9CAF5E-00002103,b33097700c33e1b8,invitado-deca,192.168.247.11,Wireless-802.11,2019-06-05,14:08:48,2019-12-18,12:13:15,635,566283,424443,DC-9F-DB-12-F3-EA:HCDD,08-74-02-B0-AE-7B,User-Request,,
677352,5C9CAF5E-0000078D,925ae261707dead1,invitado-deca,192.168.247.11,Wireless-802.11,2019-04-15,09:19:36,2020-02-04,16:54:28,49,29568,33764,DC-9F-DB-12-F3-EA:HCDD,90-5F-2E-17-5F-AA,,,
664829,00000019-000006D8,0780b4629f14e961,invitado-deca,192.168.247.16,Wireless-802.11,2019-04-03,10:30:39,2019-04-03,10:31:18,39,147180,84007,04-18-D6-22-9B-4C:HCDD,08-E6-89-1C-A9-A9,User-Request,,
605251,00000019-00000017,0daa9d4041f0b368,invitado-deca,192.168.247.13,Wireless-802.11,2019-02-11,09:02:20,2020-12-19,13:33:02,52,0,0,04-18-D6-22-38-E1:HCDD,FC-42-03-A6-44-C4,,,
966947,00000019-00000009,627019f552bcec16,jlucexenadu,192.168.247.17,Wireless-802.11,2020-01-30,09:03:42,2020-10-23,12:48:02,1111,191216,97597,04-18-D6-22-9B-7C:HCDD,A8-34-6A-A4-48-A6,User-Request,,
608597,5AA0184E-000002ED,80db5a944adeaffa,invitado-deca,192.168.247.11,Wireless-802.11,2019-02-12,16:16:52,2019-03-20,11:24:28,21,39404,57083,DC-9F-DB-12-F3-EA:HCDD,54-F2-01-0C-89-BA,User-Request,,
613217,00000019-0000056B,f86d8521d0ccd90a,invitado-deca,192.168.247.18,Wireless-802.11,2019-02-16,22:30:15,2020-03-05,09:48:11,513,0,0,04-18-D6-C2-0A-F7:HCDD,AC-0D-1B-C2-EE-98,User-Request,,
706700,00000019-00000284,821e3e615ced9f63,invitado-deca,192.168.247.18,Wireless-802.11,2019-05-10,19:40:56,2020-02-13,09:28:46,200,0,0,04-18-D6-C2-0A-F7:HCDD,88-B4-A6-BC-00-6C,,,
950999,00000019-00000069,d19b9ec4654a699d,invitado-deca,192.168.247.20,Wireless-802.11,2019-12-26,11:47:36,2020-08-18,09:47:15,227,55393,23544,04-18-D6-81-C5-46:HCDD,58-D9-C3-3B-E7-91,User-Request,,
666726,5C9CAF5E-00000190,d6ced38df4f2b782,invitado-deca,192.168.247.11,Wireless-802.11,2019-04-04,10:49:51,2020-02-07,12:23:13,199,209656,538523,DC-9F-DB-12-F3-EA:HCDD,68-C4-4D-06-B8-26,,,
604120,5AA0184E-00000226,8cc72b93decff0c1,invitado-deca,192.168.247.11,Wireless-802.11,2019-02-08,09:26:41,2019-03-22,14:26:06,250,252,0,DC-9F-DB-12-F3-EA:HCDD,FC-42-03-A6-44-C4,User-Request,,
808074,00000019-000000AF,e684582057345ada,urez,192.168.247.20,Wireless-802.11,2019-08-27,10:58:16,2020-01-28,10:41:34,5,0,0,04-18-D6-82-C5-46:HCDD,F4-60-E2-A4-60-1C,User-Request,,
1059716,00000019-000001BD,fd1f9d994244e68c,invitado-deca,192.168.247.22,Wireless-802.11,2020-08-24,14:05:52,2020-09-28,13:16:46,5568,1506243,10094416,04-18-D6-C1-0B-08:HCDD,C0-DC-DA-A9-79-B9,User-Request,,
616541,00000019-00000667,48b0515555273b84,invitado-deca,192.168.247.18,Wireless-802.11,2019-02-19,12:42:55,2020-03-10,08:44:02,2,0,0,04-18-D6-C2-0A-F7:HCDD,30-4B-07-8A-55-EA,,,
785477,5C9CAF5E-0000021B,1040b69519c819d8,invitado-deca,192.168.247.11,Wireless-802.11,2019-08-06,09:21:12,2020-02-03,10:23:50,49,78540,228310,DC-9F-DB-12-F3-EA:HCDD,DC-BF-E9-1A-B5-D0,,,
608707,00000019-00000419,7f19accd50a14353,invitado-deca,192.168.247.18,Wireless-802.11,2019-02-12,17:59:10,2020-02-27,13:34:25,132,0,0,04-18-D6-C2-0A-F7:HCDD,AC-5A-14-FF-6E-48,User-Request,,
622717,00000019-0000083C,6e690bf6707950ee,invitado-deca,192.168.247.18,Wireless-802.11,2019-02-22,13:01:13,2020-03-19,08:52:37,201,0,0,04-18-D6-C2-0A-F7:HCDD,30-4B-07-8A-55-EA,,,
733044,00000019-000004A4,a699fe6eddf0bc90,invitado-deca,192.168.247.18,Wireless-802.11,2019-06-04,11:16:57,2020-03-02,14:03:16,22,0,0,04-18-D6-C2-0A-F7:HCDD,A8-51-5B-68-5D-F6,User-Request,,
689978,00000019-000000BB,6b8d8d844b5bc9c7,invitado-deca,192.168.247.22,Wireless-802.11,2019-04-25,18:07:36,2020-08-04,07:06:13,230,4678,3142,04-18-D6-C2-0B-08:HCDD,88-B4-A6-BC-00-6C,User-Request,,
789505,00000019-00000190,07c12c5ede902da3,invitado-deca,192.168.247.21,Wireless-802.11,2019-08-08,09:11:33,2020-09-24,12:05:46,91,0,0,04-18-D6-C2-09-FC:HCDD,48-C7-96-31-BA-ED,User-Request,,
687140,00000019-00000560,0f22cfba0fe56568,invitado-deca,192.168.247.18,Wireless-802.11,2019-04-24,10:35:19,2020-03-04,19:32:41,124,977453,9490567,04-18-D6-C1-0A-F7:HCDD,30-4B-07-8A-55-EA,User-Request,,
613200,00000019-00000205,d147e1369ea02a50,invitado-deca,192.168.247.19,Wireless-802.11,2019-02-16,20:39:55,2019-09-03,11:54:47,571,3896,2487,04-18-D6-22-8D-DF:HCDD,AC-0D-1B-C2-EE-98,User-Request,,
613212,00000019-0000020B,af1da8962702adc7,invitado-deca,192.168.247.19,Wireless-802.11,2019-02-16,22:13:23,2019-10-22,19:07:41,292,35465,47828,04-18-D6-22-8D-DF:HCDD,AC-0D-1B-C2-EE-98,User-Request,,
611983,5AA0184E-000008CC,b1f89f8d6f2ebb89,ngulro,192.168.247.12,Wireless-802.11,2019-02-14,18:52:31,2019-02-14,20:00:07,4055,158850,690791,DC-9F-DB-12-F4-75:HCDD,B0-72-BF-C5-EA-49,User-Request,,
621083,00000019-0000014B,8f21d6f10c66ad8f,urez,192.168.247.13,Wireless-802.11,2019-02-21,14:15:23,2020-07-14,10:19:47,744,3835,4449,04-18-D6-21-38-E1:HCDD,88-B4-A6-63-87-30,User-Request,,
776924,5C9CAF64-00001715,72e7cb036e42b544,invitado-deca,192.168.247.24,Wireless-802.11,2019-07-30,09:27:44,2019-07-30,09:32:54,309,3135103,80612890,DC-9F-DB-12-F4-A9:HCDD,14-96-E5-78-8C-9D,,,
936144,00000019-00000008,b2442cf949723060,invitado-deca,192.168.247.20,Wireless-802.11,2019-12-11,12:17:43,2020-07-15,12:02:10,26,5330,3669,04-18-D6-81-C5-46:HCDD,58-D9-C3-3B-E7-91,User-Request,,
602170,5AA0184E-0000088E,8030f1a05227101c,invitado-deca,192.168.247.11,Wireless-802.11,2019-02-06,13:40:41,2019-02-06,13:42:46,125,2394,4684,DC-9F-DB-12-F3-EA:HCDD,FC-42-03-A6-44-C4,User-Request,,
602308,5AA0184E-000008B6,ab18cd99d2bbe2a5,invitado-deca,192.168.247.11,Wireless-802.11,2019-02-06,14:25:47,2019-04-01,08:56:21,30,153163,467549,DC-9F-DB-12-F3-EA:HCDD,FC-42-03-A6-44-C4,User-Request,,
625269,00000019-00000077,27a1f010900a9367,invitado-deca,192.168.247.15,Wireless-802.11,2019-02-26,08:59:22,2019-12-23,12:50:03,100,0,0,04-18-D6-22-8E-6D:HCDD,0C-CB-85-CC-B3-39,User-Request,,
636320,5AA01854-00000670,d2c81f2909dc6b7c,invitado-deca,192.168.247.24,Wireless-802.11,2019-03-08,11:26:15,2019-03-08,11:27:51,96,3424,5342,DC-9F-DB-12-F4-A9:HCDD,DC-BF-E9-BD-57-17,User-Request,,
644982,00000019-00000003,38d3b26e11c2214c,xaeedu,192.168.247.16,Wireless-802.11,2019-03-15,08:42:05,2019-08-12,09:19:43,123,829396,2589294,04-18-D6-21-9B-4C:HCDD,50-82-D5-B0-28-D5,User-Request,,
625013,00000019-00000093,37ba600ecf7549ce,invitado-deca,192.168.247.18,Wireless-802.11,2019-02-25,19:54:39,2020-02-03,12:40:52,47,0,0,04-18-D6-C2-0A-F7:HCDD,AC-5A-14-FF-6E-48,User-Request,,
600730,00000019-000000BB,93924eda980f18aa,invitado-deca,192.168.247.19,Wireless-802.11,2019-02-06,09:15:52,2020-10-18,14:01:39,37,112021,885650,04-18-D6-22-8D-DF:HCDD,DC-BF-E9-BD-57-17,User-Request,,
623792,00000019-00000029,75513bc1b32907a3,lalbul-crndu,192.168.247.16,Wireless-802.11,2019-02-25,10:18:42,2019-02-25,10:20:51,129,372285,4202475,04-18-D6-22-9B-4C:HCDD,2C-BE-08-DE-F4-82,User-Request,,
982139,00000019-0000002C,ad1934cc91766da3,invitado-deca,192.168.247.16,Wireless-802.11,2020-02-12,11:21:15,2020-02-17,14:29:51,23,3270,2872,04-18-D6-22-9B-4C:HCDD,90-63-3B-FD-84-33,User-Request,,
598549,00000019-0000002E,9d4970ccf7a130e3,rezegrldu,192.168.247.21,Wireless-802.11,2019-02-04,14:25:40,2019-02-04,14:31:03,323,1532,1968,04-18-D6-C2-09-FC:HCDD,8C-BF-A6-C2-75-8C,User-Request,,
625298,00000019-0000005B,b9d1941326ae3584,invitado-deca,192.168.247.16,Wireless-802.11,2019-02-26,09:10:40,2019-04-30,11:24:06,141,0,0,04-18-D6-21-9B-4C:HCDD,2C-61-F6-0B-CC-A8,User-Request,,
727053,00000019-0000002A,3676261a9ea831e4,invitado-deca,192.168.247.20,Wireless-802.11,2019-05-29,13:36:21,2020-08-20,12:32:57,9,0,0,04-18-D6-82-C5-46:HCDD,A8-51-5B-68-5D-F6,User-Request,,
722690,00000019-0000041A,f4b3473f6723830c,invitado-deca,192.168.247.14,Wireless-802.11,2019-05-27,10:14:27,2019-05-27,10:17:56,210,0,0,04-18-D6-22-94-E7:HCDD,48-C7-96-FF-63-A0,User-Request,,
623865,00000019-00000011,9318077f3d670b28,JTaniasdu,192.168.247.19,Wireless-802.11,2019-02-25,10:31:22,2019-02-25,10:43:17,714,801426,4381512,04-18-D6-22-8D-DF:HCDD,DC-41-5F-17-EB-7A,User-Request,,
700608,00000019-000000BD,0e131252d405727b,xaeedu,192.168.247.16,Wireless-802.11,2019-05-07,08:55:00,2019-08-13,12:34:08,1,2854,2337,04-18-D6-22-9B-4C:HCDD,C0-CC-F8-28-D5-7A,User-Request,,
700680,00000019-000000C1,58b399b685a9065c,xaeedu,192.168.247.16,Wireless-802.11,2019-05-07,09:15:46,2019-08-13,12:43:59,92,0,0,04-18-D6-22-9B-4C:HCDD,C0-CC-F8-28-D5-7A,User-Request,,
635149,00000019-000002F3,7a71d43d346ba8fd,rezjxonce,192.168.247.15,Wireless-802.11,2019-03-07,12:26:36,2019-03-07,12:31:49,312,0,0,04-18-D6-22-8E-6D:HCDD,A8-51-5B-92-29-67,,,
